Event ID,Event,Date,Score,Result,Sport,Location,Opposing Team
1295181,GCU,19-Feb-2021,3 - 1,Win,M Volleyball,BYU,
1295182,GCU,21-Feb-2021,3 - 2,Win,M Volleyball,BYU,
1295183,GCU,26-Feb-2021,0 - 3,Loss,M Volleyball,,
1295184,GCU,27-Feb-2021,3 - 0,Win,M Volleyball,,
1295185,Concordia Irvine,5-Mar-2021,3 - 0,Win,M Volleyball,Concordia Irvine,Concordia Irvine
1295186,USC,6-Mar-2021,3 - 0,Win,M Volleyball,USC,USC
1295187,Stanford,13-Mar-2021,3 - 0,Win,M Volleyball,BYU,Stanford
1295188,Stanford,14-Mar-2021,3 - 0,Win,M Volleyball,BYU,Stanford
1295189,Pepperdine,19-Mar-2021,3 - 1,Win,M Volleyball,Pepperdine,Pepperdine
1295190,Pepperdine,20-Mar-2021,3 - 0,Win,M Volleyball,Pepperdine,Pepperdine
1295191,Concordia Irvine,27-Mar-2021,3 - 0,Win,M Volleyball,Concordia Irvine,Concordia Irvine
1295192,Concordia Irvine,28-Mar-2021,3 - 0,Win,M Volleyball,Concordia Irvine,Concordia Irvine
1295193,USC,2-Apr-2021,3 - 0,Win,M Volleyball,BYU,USC
1295194,USC,3-Apr-2021,3 - 1,Win,M Volleyball,BYU,USC
1295196,UCLA,9-Apr-2021,3 - 0,Win,M Volleyball,UCLA,UCLA
1295197,UCLA,10-Apr-2021,1 - 3,Loss,M Volleyball,UCLA,UCLA
1295207,UW Preview,29-Jan-2021,,,M Track & Field,Washington,Washington
1295208,UW Preview,29-Jan-2021,,,W Track & Field,Washington,Washington
1295208,UW Preview,30-Jan-2021,,,W Track & Field,Washington,Washington
1295209,UW Invitational,12-Feb-2021,,,M Track & Field,Washington,Washington
1295210,UW Invitational,12-Feb-2021,,,W Track & Field,Washington,Washington
1295210,UW Invitational,13-Feb-2021,,,W Track & Field,Washington,Washington
1295211,Texas Tech Shootout,12-Feb-2021,,,M Track & Field,Texas Tech,Texas Tech
1295212,Texas Tech Shootout,12-Feb-2021,,,W Track & Field,Texas Tech,Texas Tech
1295212,Texas Tech Shootout,13-Feb-2021,,,W Track & Field,Texas Tech,Texas Tech
1295213,Husky Classic,26-Feb-2021,,,M Track & Field,Washington,Washington
1295214,Husky Classic,26-Feb-2021,,,W Track & Field,Washington,Washington
1295214,Husky Classic,27-Feb-2021,,,W Track & Field,Washington,Washington
1295215,NCAA Indoor Track & Field Championships,11-Mar-2021,,16th,M Track & Field,Arkansas,
1295216,NCAA Indoor Track & Field Championships,11-Mar-2021,,7th,W Track & Field,Arkansas,
1295216,NCAA Indoor Track & Field Championships,12-Mar-2021,,7th,W Track & Field,Arkansas,
1295216,NCAA Indoor Track & Field Championships,13-Mar-2021,,7th,W Track & Field,Arkansas,
1295217,Silver State XC Challenge,1-Feb-2021,,1st,M Cross Country,,UNLV
1295219,Silver State XC Challenge,1-Feb-2021,,1st,W Cross Country,,UNLV
1295220,WCC Championships,24-Feb-2021,,1st,M Cross Country,WCC,WCC
1295221,WCC Championships,24-Feb-2021,,1st,W Cross Country,,WCC
1295222,NCAA Championships,15-Mar-2021,,7th,M Cross Country,,
1295223,NCAA Championships,15-Mar-2021,,1st,W Cross Country,Oklahoma State,
1295225,PING Cougar Classic,24-Apr-2021,,3rd,M Golf,BYU,BYU
1295226,Western Intercollegiate,12-Apr-2021,,,M Golf,San Jose State,San Jose State
1295227,Nick Watney Invitational,9-Feb-2021,,1st,M Golf,Fresno State,Fresno State
1295228,Trinity Forest Invitational,2-Feb-2021,,11th,W Golf,SMU,SMU
1295229,Rebel Beach Intercollegiate,16-Feb-2021,,9th,W Golf,UNLV,UNLV
1295230,West Coast Conference Tournament,23-Apr-2021,,,W Golf,,WCC
1295231,West Coast Conference Tournament,24-Apr-2021,,3rd,W Golf,,WCC
1295232,Arizona Intercollegiate,26-Jan-2021,,,M Golf,Arizona,Arizona
1295233,Arizona Intercollegiate,27-Jan-2021,,13th,M Golf,Arizona,Arizona
1295237,Lamkin San Diego Classic,9-Mar-2021,,,M Golf,SDSU,SDSU
1295238,Western Intercollegiate,13-Apr-2021,,,M Golf,San Jose State,San Jose State
1295239,Western Intercollegiate,14-Apr-2021,,5th,M Golf,San Jose State,San Jose State
1295241,WCC Championship,29-Apr-2021,,,M Golf,WCC,WCC
1295242,WCC Championships,30-Apr-2021,,,M Golf,WCC,WCC
1295243,WCC Championships,1-May-2021,,2nd,M Golf,WCC,WCC
1295244,The Goodwin,26-Mar-2021,,,M Golf,Stanford,Stanford
1295245,The Goodwin,27-Mar-2021,,19th,M Golf,Stanford,Stanford
1295246,Pasadera Collegiate Invitational,6-Oct-2020,,5th,M Golf,Cal State Monterey Bay,WCC
1295248,La Purisima College Invite,19-Oct-2020,,,M Golf,San Francisco,WCC
1295250,Rustic Collegiate Classic,6-Nov-2020,,3rd,M Golf,San Francisco,WCC
1295251,Lady Red Wolves Classic,13-Oct-2020,,11th,W Golf,,
1295252,Oklahoma State Cowgirl Classic,23-Oct-2020,,8th,W Golf,Oklahoma State,Oklahoma State
1295253,Mercer Invitational,10-Nov-2020,,7th,W Golf,Mercer,Mercer
1295259,Lone Star Invitational,13-Apr-2021,,4th,W Golf,Houston,Houston
1295263,Utah,30-Jan-2021,,,M Swimming & Diving,Utah,Utah
1295264,Utah,30-Jan-2021,,,W Swimming & Diving,Utah,Utah
1295272,Utah State,19-Feb-2021,6 - 3,Win,Softball,Neutral,Utah State
1295273,Montana,19-Feb-2021,9 - 0,Win,Softball,Neutral,Montana
1295274,Utah Valley,20-Feb-2021,7 - 2,Win,Softball,Neutral,UVU
1295275,Nevada,20-Feb-2021,7 - 1,Win,Softball,Neutral,Nevada
1295292,Weber State Indoor Invitational,29-Jan-2021,,,M Track & Field,Weber State,Weber State
1295293,Weber State Indoor Invitational,29-Jan-2021,,,W Track & Field,Weber State,Weber State
1295293,Weber State Indoor Invitational,30-Jan-2021,,,W Track & Field,Weber State,Weber State
1295295,Montana State,29-Mar-2021,0 - 7,Win,M Tennis,BYU,
1295300,Utah,22-Apr-2021,7 - 6,Win,Softball,BYU,Utah
1295313,Stanford,5-Mar-2021,3 - 5,Loss,Softball,Stanford,Stanford
1295314,UCSB,5-Mar-2021,4 - 1,Win,Softball,Stanford,UC Santa Barbara
1295315,Stanford,6-Mar-2021,2 - 3,Loss,Softball,Stanford,Stanford
1295317,UVU,5-Feb-2021,3 - 1,Win,W Volleyball,UVU,UVU
1295331,UCLA,10-Feb-2021,,2nd,W Gymnastics,UCLA,UCLA
1295332,Cal Poly,6-Feb-2021,6 - 1,Loss,W Tennis,Cal Poly,Cal Poly
1295374,AFA Diving Invitational,4-Feb-2021,,,M Swimming & Diving,Air Force,Air Force
1295374,AFA Diving Invitational,4-Feb-2021,,,W Swimming & Diving,Air Force,Air Force
1295375,AFA Diving Invitational,5-Feb-2021,,,M Swimming & Diving,Air Force,Air Force
1295375,AFA Diving Invitational,5-Feb-2021,,,W Swimming & Diving,Air Force,Air Force
1295376,AFA Diving Invitational,6-Feb-2021,,,M Swimming & Diving,Air Force,Air Force
1295376,AFA Diving Invitational,6-Feb-2021,,,W Swimming & Diving,Air Force,Air Force
1295379,MPSF Championship - Diving,16-Feb-2021,,,M Swimming & Diving,Cal Poly,
1295379,MPSF Championship - Diving,16-Feb-2021,,,W Swimming & Diving,Cal Poly,
1295380,MPSF Championship - Diving,17-Feb-2021,,,M Swimming & Diving,Cal Poly,
1295380,MPSF Championship - Diving,17-Feb-2021,,,W Swimming & Diving,Cal Poly,
1295381,MPSF Championship - Swimming,17-Feb-2021,,,M Swimming & Diving,Cal Poly,
1295381,MPSF Championship - Swimming,17-Feb-2021,,,W Swimming & Diving,Cal Poly,
1295382,MPSF Championship - Swimming,18-Feb-2021,,,M Swimming & Diving,Cal Poly,
1295382,MPSF Championship - Swimming,18-Feb-2021,,,W Swimming & Diving,Cal Poly,
1295383,MPSF Championship - Swimming,19-Feb-2021,,,M Swimming & Diving,Cal Poly,
1295383,MPSF Championship - Swimming,19-Feb-2021,,,W Swimming & Diving,Cal Poly,
1295384,MPSF Championship - Swimming,20-Feb-2021,,,M Swimming & Diving,Cal Poly,
1295384,MPSF Championship - Swimming,20-Feb-2021,,,W Swimming & Diving,Cal Poly,
1295390,NCAA Diving Zones,9-Mar-2021,,,M Swimming & Diving,Northern Arizona,
1295390,NCAA Diving Zones,9-Mar-2021,,,W Swimming & Diving,Northern Arizona,
1295391,NCAA Diving Zones,9-Mar-2021,,,W Swimming & Diving,Northern Arizona,
1295391,NCAA Diving Zones,9-Mar-2021,,,M Swimming & Diving,Northern Arizona,
1295392,NCAA Diving Zones,10-Mar-2021,,,W Swimming & Diving,Northern Arizona,
1295392,NCAA Diving Zones,10-Mar-2021,,,M Swimming & Diving,Northern Arizona,
1295396,NCAA Championship,17-Mar-2021,,,W Swimming & Diving,,
1295397,NCAA Championship,18-Mar-2021,,,W Swimming & Diving,,
1295399,NCAA Championship,19-Mar-2021,,,W Swimming & Diving,,
1295400,NCAA Championship,20-Mar-2021,,,W Swimming & Diving,,
1295402,NCAA Championship,25-Mar-2021,,,M Swimming & Diving,,
1295403,NCAA Championship,26-Mar-2021,,,M Swimming & Diving,,
1295404,NCAA Championship,27-Mar-2021,,,M Swimming & Diving,,
1295495,Oregon,26-Feb-2021,4 - 3,Loss,W Tennis,Oregon,Oregon
1295496,Seattle,27-Feb-2021,0 - 7,Win,W Tennis,Oregon,Seattle
1295521,Loyola Marymount,24-Apr-2021,,,W Tennis,BYU,Loyola Marymount
1295542,Stanford,24-Mar-2021,4 - 5,Loss,Softball,BYU,Stanford
1295574,UNLV Invitational,18-Mar-2021,,,M Track & Field,UNLV,UNLV
1295574,UNLV Invitational,19-Mar-2021,,,M Track & Field,UNLV,UNLV
1295574,UNLV Invitational,20-Mar-2021,,,M Track & Field,UNLV,UNLV
1295575,UNLV Invitational,18-Mar-2021,,,W Track & Field,UNLV,UNLV
1295575,UNLV Invitational,19-Mar-2021,,,W Track & Field,UNLV,UNLV
1295575,UNLV Invitational,20-Mar-2021,,,W Track & Field,UNLV,UNLV
1295578,Texas Relays,25-Mar-2021,,,M Track & Field,Texas,Texas
1295578,Texas Relays,26-Mar-2021,,,M Track & Field,Texas,Texas
1295578,Texas Relays,27-Mar-2021,,,M Track & Field,Texas,Texas
1295579,Texas Relays,25-Mar-2021,,,W Track & Field,Texas,Texas
1295579,Texas Relays,26-Mar-2021,,,W Track & Field,Texas,Texas
1295579,Texas Relays,27-Mar-2021,,,W Track & Field,Texas,Texas
1295581,UVU Collegiate Invitational,2-Apr-2021,,,M Track & Field,UVU,UVU
1295581,UVU Collegiate Invitational,3-Apr-2021,,,M Track & Field,UVU,UVU
1295582,UVU Collegiate Invitational,2-Apr-2021,,,W Track & Field,UVU,UVU
1295582,UVU Collegiate Invitational,3-Apr-2021,,,W Track & Field,UVU,UVU
1295583,Jim Click Shootout,8-Apr-2021,,,M Track & Field,Arizona,Arizona
1295583,Jim Click Shootout,9-Apr-2021,,,M Track & Field,Arizona,Arizona
1295583,Jim Click Shootout,10-Apr-2021,,,M Track & Field,Arizona,Arizona
1295584,Jim Click Shootout,8-Apr-2021,,,W Track & Field,Arizona,Arizona
1295584,Jim Click Shootout,9-Apr-2021,,,W Track & Field,Arizona,Arizona
1295584,Jim Click Shootout,10-Apr-2021,,,W Track & Field,Arizona,Arizona
1295585,Utah State Aggie Invitational,9-Apr-2021,,,W Track & Field,Utah State,Utah State
1295585,Utah State Aggie Invitational,10-Apr-2021,,,W Track & Field,Utah State,Utah State
1295586,Utah State Aggie Invitational,9-Apr-2021,,,M Track & Field,Utah State,Utah State
1295586,Utah State Aggie Invitational,10-Apr-2021,,,M Track & Field,Utah State,Utah State
1295592,Idaho State Invite,16-Apr-2021,,,M Track & Field,Idaho State,Idaho State
1295592,Idaho State Invite,17-Apr-2021,,,M Track & Field,Idaho State,Idaho State
1295593,Idaho State Invite,16-Apr-2021,,,W Track & Field,Idaho State,Idaho State
1295593,Idaho State Invite,17-Apr-2021,,,W Track & Field,Idaho State,Idaho State
1295594,Robison Invitational,21-Apr-2021,,,M Track & Field,BYU,
1295594,Robison Invitational,22-Apr-2021,,,M Track & Field,BYU,
1295594,Robison Invitational,23-Apr-2021,,,M Track & Field,BYU,
1295594,Robison Invitational,24-Apr-2021,,,M Track & Field,BYU,
1295595,Robison Invitational,21-Apr-2021,,,W Track & Field,BYU,
1295595,Robison Invitational,22-Apr-2021,,,W Track & Field,BYU,
1295595,Robison Invitational,23-Apr-2021,,,W Track & Field,BYU,
1295595,Robison Invitational,24-Apr-2021,,,W Track & Field,BYU,
1295596,West Coast Relays,30-Apr-2021,,,M Track & Field,Fresno State,Fresno State
1295597,West Coast Relays,30-Apr-2021,,,W Track & Field,Fresno State,Fresno State
1295598,Weber State Invitational,3-May-2021,,,M Track & Field,Weber State,Weber State
1295598,Weber State Invitational,4-May-2021,,,M Track & Field,Weber State,Weber State
1295599,Weber State Invitational,3-May-2021,,,W Track & Field,Weber State,Weber State
1295599,Weber State Invitational,4-May-2021,,,W Track & Field,Weber State,Weber State
1295602,BYU Cougar Invitational,14-May-2021,,,M Track & Field,BYU,
1295602,BYU Cougar Invitational,15-May-2021,,,M Track & Field,BYU,
1295603,BYU Cougar Invitational,14-May-2021,,,W Track & Field,BYU,
1295603,BYU Cougar Invitational,15-May-2021,,,W Track & Field,BYU,
1295605,NCAA West Preliminaries,26-May-2021,,,M Track & Field,Texas A&M,
1295605,NCAA West Preliminaries,27-May-2021,,,M Track & Field,Texas A&M,
1295605,NCAA West Preliminaries,28-May-2021,,,M Track & Field,Texas A&M,
1295605,NCAA West Preliminaries,29-May-2021,,,M Track & Field,Texas A&M,
1295606,NCAA West Preliminaries,26-May-2021,,,W Track & Field,Texas A&M,
1295606,NCAA West Preliminaries,27-May-2021,,,W Track & Field,Texas A&M,
1295606,NCAA West Preliminaries,28-May-2021,,,W Track & Field,Texas A&M,
1295606,NCAA West Preliminaries,29-May-2021,,,W Track & Field,Texas A&M,
1295607,NCAA Outdoor Track & Field Championships,9-Jun-2021,,,M Track & Field,Oregon,
1295607,NCAA Outdoor Track & Field Championships,10-Jun-2021,,,M Track & Field,Oregon,
1295607,NCAA Outdoor Track & Field Championships,11-Jun-2021,,,M Track & Field,Oregon,
1295607,NCAA Outdoor Track & Field Championships,12-Jun-2021,,,M Track & Field,Oregon,
1295608,NCAA Outdoor Track & Field Championships,9-Jun-2021,,,W Track & Field,Oregon,
1295608,NCAA Outdoor Track & Field Championships,10-Jun-2021,,,W Track & Field,Oregon,
1295608,NCAA Outdoor Track & Field Championships,11-Jun-2021,,,W Track & Field,Oregon,
1295608,NCAA Outdoor Track & Field Championships,12-Jun-2021,,,W Track & Field,Oregon,
1295609,Championships At The Peak,25-Feb-2021,,,M Track & Field,Air Force,Air Force
1295610,Championships At The Peak,25-Feb-2021,,,W Track & Field,Air Force,Air Force
1295610,Championships At The Peak,26-Feb-2021,,,W Track & Field,Air Force,Air Force
1295610,Championships At The Peak,27-Feb-2021,,,W Track & Field,Air Force,Air Force
1295635,Arizona,5-Sep-2021,24 - 16,Win,Football,Neutral,Arizona
1295636,No. 18/21 Utah,12-Sep-2021,26 - 17,Win,Football,BYU,Utah
1295637,No. 19 Arizona State,19-Sep-2021,27 - 17,Win,Football,BYU,Arizona State
1295638,South Florida,26-Sep-2021,35 - 27,Win,Football,BYU,USF
1295639,Utah State,2-Oct-2021,34 - 20,Win,Football,Utah State,Utah State
1295640,Boise State,9-Oct-2021,17 - 26,Loss,Football,BYU,Boise State
1295641,Baylor,16-Oct-2021,24 - 38,Loss,Football,Baylor,Baylor
1295642,Washington State,23-Oct-2021,21 - 19,Win,Football,Washington State,Washington State
1295643,Virginia,31-Oct-2021,66 - 49,Win,Football,BYU,Virginia
1295644,Idaho State,6-Nov-2021,59 - 14,Win,Football,BYU,Idaho State
1295645,Georgia Southern,20-Nov-2021,34 - 17,Win,Football,Georgia Southern,Georgia Southern
1295646,USC,28-Nov-2021,35 - 31,Win,Football,USC,USC
1295656,No. 3 Arizona,27-Feb-2021,3 - 11,Loss,Softball,Arizona,Arizona
1295669,WCC Semifinals vs. San Francisco,8-Mar-2021,85 - 55,Win,W Basketball,,San Francisco
1295670,WCC Semifinals vs. Pepperdine,9-Mar-2021,82 - 77,Win,M Basketball,,Pepperdine
1295693,UNLV Spring Opener,6-Mar-2021,,,M Track & Field,UNLV,UNLV
1295695,UNLV Spring Opener,6-Mar-2021,,,W Track & Field,UNLV,UNLV
1295702,Lamkin San Diego Classic,10-Mar-2021,,7th,M Golf,SDSU,SDSU
1295706,Sam Houston State,10-Mar-2021,12 - 2,Win,Softball,,Sam Houston
1295707,Texas State,12-Mar-2021,1 - 2,Loss,Softball,,
1295708,UTSA,12-Mar-2021,11 - 2,Win,Softball,,UT-San Antonio
1295709,Tarleton State,13-Mar-2021,7 - 1,Win,Softball,Texas,
1295710,No. 10 Texas,13-Mar-2021,7 - 10,Loss,Softball,Texas,Texas
1295763,WCC Championship vs. Gonzaga,9-Mar-2021,42 - 43,Loss,W Basketball,,Gonzaga
1295774,WCC Championship vs. No. 1 Gonzaga,10-Mar-2021,78 - 88,Loss,M Basketball,,Gonzaga
1295809,Santa Clara,30-Mar-2021,3 - 0,Win,W Volleyball,BYU,Santa Clara
1295810,Santa Clara,31-Mar-2021,3 - 0,Win,W Volleyball,BYU,Santa Clara
1295817,Utah,19-May-2021,5 - 11,Loss,Baseball,BYU,Utah
1295827,NCAA First Round vs. UCLA,21-Mar-2021,62 - 73,Loss,M Basketball,Butler,UCLA
1295840,NCAA First Round vs. Rutgers,22-Mar-2021,69 - 66,Win,W Basketball,,Rutgers
1295854,MPSF Championship Match,25-Apr-2021,3 - 0,Win,M Volleyball,BYU,Pepperdine
1295886,NCAA Second Round vs. Arizona,25-Mar-2021,46 - 52,Loss,W Basketball,UT-San Antonio,Arizona
1295888,Hayward Premiere,2-Apr-2021,,,M Track & Field,Oregon,Oregon
1295888,Hayward Premiere,3-Apr-2021,,,M Track & Field,Oregon,Oregon
1295889,Hayward Premiere,2-Apr-2021,,,W Track & Field,Oregon,Oregon
1295889,Hayward Premiere,3-Apr-2021,,,W Track & Field,Oregon,Oregon
1295953,NCAA Regionals,2-Apr-2021,,3rd,W Gymnastics,West Virginia,Cal
1295986,No. 15 UCLA,16-Apr-2021,0 - 3,Win,W Volleyball,Nebraska,UCLA
1296006,Oregon Twilight,7-May-2021,,,W Track & Field,Oregon,Oregon
1296007,Oregon Twilight,7-May-2021,,,M Track & Field,Oregon,Oregon
1296061,No. 1-Seed Wisconsin,18-Apr-2021,3 - 0,Loss,W Volleyball,Nebraska,Wisconsin
1296104,Concordia Irvine vs. UCLA,22-Apr-2021,,,M Volleyball,BYU,
1296105,USC vs. GCU,22-Apr-2021,,,M Volleyball,BYU,
1296106,Stanford vs. Pepperdine,23-Apr-2021,,,M Volleyball,BYU,
1296107,MPSF Semifinal | UCLA vs. Pepperdine,23-Apr-2021,,,M Volleyball,BYU,
1296108,MPSF Semifinal | BYU vs. Grand Canyon,24-Apr-2021,3 - 0,Win,M Volleyball,BYU,
1296141,Texas A&M Alumni Muster,1-May-2021,,,M Track & Field,Texas A&M,Texas A&M
1296142,Texas A&M Alumni Muster,1-May-2021,,,W Track & Field,Texas A&M,Texas A&M
1296144,Santa Clara,16-Apr-2021,5 - 2,Win,W Tennis,Santa Clara,Santa Clara
1296149,NCAA Semifinal,7-May-2021,3 - 1,Win,M Volleyball,Ohio State,
1296150,NCAA Final,9-May-2021,0 - 3,Loss,M Volleyball,Ohio State,Hawai'i
1296166,William H. Tucker Invitational,27-Sep-2019,,,M Golf,New Mexico,New Mexico
1296167,William H. Tucker Invitational,28-Sep-2019,,2nd,M Golf,New Mexico,New Mexico
1296169,Nick Watney Invitational,30-Sep-2019,,,M Golf,Fresno State,Fresno State
1296170,Nick Watney Invitational,1-Oct-2019,,1st,M Golf,Fresno State,Fresno State
1296171,Jerry Pate Intercollegiate,7-Oct-2019,,,M Golf,Alabama,Alabama
1296172,Jerry Pate Intercollegiate,8-Oct-2019,,1st,M Golf,Alabama,Alabama
1296173,Pacific Invitational,21-Oct-2019,,,M Golf,Pacific,Pacific
1296174,Pacific Invitational,22-Oct-2019,,,M Golf,Pacific,Pacific
1296175,Pacific Invitational,23-Oct-2019,,2nd,M Golf,Pacific,Pacific
1296176,Saint Mary's Invitational,4-Nov-2019,,,M Golf,Saint Mary's,Saint Mary's
1296177,Saint Mary's Invitational,5-Nov-2019,,,M Golf,Saint Mary's,Saint Mary's
1296178,Saint Mary's Invitational,6-Nov-2019,,2nd,M Golf,Saint Mary's,Saint Mary's
1296179,Southwestern Invitational,27-Jan-2020,,,M Golf,Pepperdine,Pepperdine
1296180,Southwestern Invitational,28-Jan-2020,,8th,M Golf,Pepperdine,Pepperdine
1296181,John A. Burns Intercollegiate,20-Feb-2020,,,M Golf,Hawai'i,Hawai'i
1296182,John A. Burns Intercollegiate,21-Feb-2020,,,M Golf,Hawai'i,Hawai'i
1296183,John A. Burns Intercollegiate,22-Feb-2020,,3rd,M Golf,Hawai'i,Hawai'i
1296184,Lamkin Classic,9-Mar-2020,,,M Golf,SDSU,SDSU
1296185,Lamkin Classic,10-Mar-2020,,8th,M Golf,SDSU,SDSU
1296186,The Goodwin - CANCELED,27-Mar-2020,,,M Golf,Stanford,Stanford
1296187,The Goodwin - CANCELED,28-Mar-2020,,,M Golf,Stanford,Stanford
1296188,Western Intercollegiate - CANCELED,13-Apr-2020,,,M Golf,San Jose State,San Jose State
1296189,Western Intercollegiate - CANCELED,14-Apr-2020,,,M Golf,San Jose State,San Jose State
1296190,Western Intercollegiate - CANCELED,15-Apr-2020,,,M Golf,San Jose State,San Jose State
1296191,PING Cougar Classic - CANCELED,24-Apr-2020,,,M Golf,BYU,
1296192,PING Cougar Classic - CANCELED,25-Apr-2020,,,M Golf,BYU,
1296195,WCC Championships - CANCELED,30-Apr-2020,,,M Golf,WCC,WCC
1296196,WCC Championships - CANCELED,1-May-2020,,,M Golf,WCC,WCC
1296197,WCC Championships - CANCELED,2-May-2020,,,M Golf,WCC,WCC
1296216,William H. Tucker Invitational,28-Sep-2018,,,M Golf,New Mexico,New Mexico
1296217,William H. Tucker Invitational,29-Sep-2018,,1st,M Golf,New Mexico,New Mexico
1296219,Nick Watney Invitational,1-Oct-2018,,,M Golf,Fresno State,Fresno State
1296220,Nick Watney Invitational,2-Oct-2018,,2nd,M Golf,Fresno State,Fresno State
1296221,Jerry Pate Intercollegiate,8-Oct-2018,,,M Golf,Alabama,Alabama
1296222,Jerry Pate Intercollegiate,9-Oct-2018,,4th,M Golf,Alabama,Alabama
1296223,Pacific Invitational,25-Oct-2018,,,M Golf,Pacific,Pacific
1296224,Pacific Invitational,26-Oct-2018,,,M Golf,Pacific,Pacific
1296225,Pacific Invitational,27-Oct-2018,,2nd,M Golf,Pacific,Pacific
1296226,Saint Mary's Invitational,5-Nov-2018,,,M Golf,Saint Mary's,Saint Mary's
1296227,Saint Mary's Invitational,6-Nov-2018,,,M Golf,Saint Mary's,Saint Mary's
1296228,Saint Mary's Invitational,7-Nov-2018,,2nd,M Golf,Saint Mary's,Saint Mary's
1296229,Arizona Invitational,28-Jan-2019,,,M Golf,Arizona,Arizona
1296230,Arizona Invitational,29-Jan-2019,,9th,M Golf,Arizona,Arizona
1296231,John A. Burns Invitational,21-Feb-2019,,,M Golf,Hawai'i,Hawai'i
1296232,John A. Burns Invitational,22-Feb-2019,,,M Golf,Hawai'i,Hawai'i
1296233,John A. Burns Invitational,23-Feb-2019,,9th,M Golf,Hawai'i,Hawai'i
1296234,2019 Olympic Club Intercollegiate,11-Mar-2019,,,M Golf,San Francisco,San Francisco
1296235,2019 Olympic Club Intercollegiate,12-Mar-2019,,4th,M Golf,San Francisco,San Francisco
1296236,The Goodwin,28-Mar-2019,,,M Golf,Stanford,Stanford
1296237,The Goodwin,29-Mar-2019,,,M Golf,Stanford,Stanford
1296238,The Goodwin,30-Mar-2019,,9th,M Golf,Stanford,Stanford
1296239,Thunderbird Collegiate,12-Apr-2019,,,M Golf,Arizona State,Arizona State
1296240,Thunderbird Collegiate,13-Apr-2019,,12th,M Golf,Arizona State,Arizona State
1296241,PING Cougar Classic,19-Apr-2019,,,M Golf,BYU,
1296242,PING Cougar Classic,20-Apr-2019,,1st,M Golf,BYU,
1296243,WCC Championships,25-Apr-2019,,,M Golf,WCC,WCC
1296244,WCC Championships,26-Apr-2019,,,M Golf,WCC,WCC
1296245,WCC Championships,27-Apr-2019,,4th,M Golf,WCC,WCC
1296246,NCAA Regionals,13-May-2019,,,M Golf,Washington State,Washington State
1296247,NCAA Regionals,14-May-2019,,,M Golf,Washington State,Washington State
1296248,NCAA Regionals,15-May-2019,,2nd,M Golf,Washington State,Washington State
1296249,NCAA Championships,23-May-2019,,,M Golf,Arkansas,Arkansas
1296250,NCAA Championships,24-May-2019,,,M Golf,Arkansas,Arkansas
1296251,NCAA Championships,25-May-2019,,30th,M Golf,Arkansas,Arkansas
1296256,Ward Haylett Invitational,8-May-2021,,,M Track & Field,Kansas State,Kansas State
1296258,Ward Haylett Invitational,8-May-2021,,,W Track & Field,Kansas State,Kansas State
1296262,William H. Tucker Invitational,22-Sep-2017,,,M Golf,New Mexico,New Mexico
1296263,William H. Tucker Invitational,23-Sep-2017,,1st,M Golf,New Mexico,New Mexico
